guID,Date,Start Time,End Time,Event Name,Location,Category,Host,Event Description
528,7/22/2023,7:00 PM,11:00 PM,Shadow Run: Kawaiicon Blues,RPG 1,RPG,Tekko Staff,"Mr. Johnson is seeking several unscrupulous individuals for a job. The target: a local toy convention and consumer electronics expo. Why do we need shadowrunners for this sort of event? Never you mind the details, chummer. There's more cred in it for you if you don't ask too many questions. (Having some local fun setting things in the Sixth World version of Pittsburgh during what is essentially a Hello Kitty convention, and planning to include the three major aspects of the game: combat, the Matrix, and magic)."
529,7/22/2023,7:00 PM,11:00 PM,PF Adventure: A Fistful of Flowers,RPG 1,RPG,Tekko Staff,"When a stuffy noblewoman decides that leshys make for pretty centerpieces for her fancy tea party, she has no idea what sort of trouble she's stirring up. Not every plant in the forest wants to be put on display, and some of them are more than well-equipped to fight for those who are plucked from their homes!"
530,7/22/2023,7:00 PM,11:00 PM,D&D 5e: Pirates of Avaeus Part 2,RPG 1,RPG,Tekko Staff,"Southwest of Avaeus, lies The Devil's Maw. Pirates are rampant and so is treasure. But while there's no traditional law here...the Pirates have their own way of running things. On the island of Canis, there is an arena where people fight for freedom or glory. Will you win? Or will you die?"
531,7/22/2023,7:00 PM,11:00 PM,SFS Intro: Year of Redemption's Rise,RPG 1,RPG,Tekko Staff,"In the aftermath of the Data Scourge, the Starfinder Society fractures along faction lines! Faced with the past mistakes of the Society, the betrayal and heinous crimes of former Starfinders (including the now notorious Historia-Prime), the grievances of active agents, and the weakening of external alliances, First Seeker Ehu Hadif embarks on a year of change, opening the floor to all agents, and giving them a platform through which to voice concerns, plans, ambitions, and lobby for change. Amid this turmoil, Ehu Hadif tasks a team of Starfinders with assisting three minor factions he believes are integral to the future of the Starfinder Society: the longstanding Manifold Host and the newly formed Advocates and Cognates factions, led by well-respected Starfinders Zigvigix and Royo. Take the first steps toward a brighter future in the Year of Redemption's Rise!"
532,7/22/2023,7:00 PM,11:00 PM,D&D 5e: Sins of The Mother,RPG 1,RPG,Charles Dunbar,"An unnatural drought leads to a series of betrayals and disasters that threaten the very fate of the heavenly court. This adventure is derived from the Japanese classic text ""Kojiki: A Record of Ancient Matters"""
533,7/22/2023,7:00 PM,11:00 PM,D&D 5e: Spelljammer Academy,RPG 1,RPG,Tekko Staff,"So, you wanna be a space marine, eh? Let's see how you do! You've been enrolled in Spelljammer Academy. Those who are the best get to boldly go where nobody has gone before, but first, you must survive your schooling and first missions."
534,7/22/2023,7:00 PM,11:00 PM,Star Wars Edge of Empire: Beginner Box,RPG 1,RPG,Tekko Staff,"In a Galaxy Far, Far Away... Star Wars EotE is basically the players play as the ""scum and villainy"" of the universe. Bounty hunters, smugglers, explorers, settlers. Not the Jedi, not the Troops. More like Boba Fett, Han Solo, Owen and Beru, etc. Sequel adventure if I get multiple sessions of the same players."
535,7/22/2023,4:00 PM,5:00 PM,Time to Slay the ******* Goblins,Panel 7 (18+),Panel,Genkage,"Join us in the complete appreciation of our favorite generically named Hero of Dark Fantasy.  Bring your Dice.  Filled with a lot of humor, some dark, but so is the show."
536,7/22/2023,12:30 PM,1:30 PM,Samurai Dan Ronin Sword Class,Formal Ballroom,Industry Guests,Samurai Dan,
537,7/22/2023,7:30 PM,8:30 PM,Samurai Dan Samurai Squid Games,Formal Ballroom,Industry Guests,Samurai Dan,
538,7/22/2023,2:00 PM,3:00 PM,Intro to Kendo,Formal Ballroom,Industry Guests,Pittsburgh Swordfighters,"If you’ve heard of Miyamoto Musashi, a warrior hailed as the greatest samurai swordsman, then you are familiar with what kendo teaches.

Want to learn directly from PSF instructors? Be sure to complete this form: https://forms.gle/92jAmJd9ujdGY9Pk6

Ten slots are available to those who apply on a first come, first serve basis for this no contact class. Spectators are welcome."
539,7/22/2023,3:00 PM,4:00 PM,Intro to Medieval Longsword,Formal Ballroom,Industry Guests,Pittsburgh Swordfighters,"Pittsburgh Sword Fighter’s Longsword program is based on 14th-century manuscripts as taught by Master Johannes Liechtenauer.

Want to learn directly from PSF instructors? Be sure to complete this form: https://forms.gle/6G5ugHyQkdfSNT859

Ten slots are available to those who apply on a first come, first serve basis for this no contact class. Spectators are welcome."
540,7/22/2023,7:00 PM,11:00 PM,Build-n-Battle Sealed $25 Entry Fee 16 Player Cap,Pokemon,CCG,Tekko Staff,
541,7/22/2023,11:30 AM,3:30 PM,Standard 16 Player Cap,Weiss Scwarz,CCG,Tekko Staff,
542,7/22/2023,3:30 PM,7:30 PM,Trial Deck Tournament $15 Entry Fee 16 Player Cap,Weiss Scwarz,CCG,Tekko Staff,
543,7/22/2023,12:00 PM,4:00 PM,Standard (Over Dress) 16 Player Cap,Cardfight! Vanguard,CCG,Tekko Staff,
544,7/22/2023,5:30 PM,9:30 PM,V-Premium $10 Entry Free 16 Player Cap,Cardfight! Vanguard,CCG,Tekko Staff,
545,7/22/2023,12:30 PM,5:00 PM,Advanced Format 16 Player Cap,Dragon Ball Super CCG,CCG,Tekko Staff,
546,7/22/2023,1:00 PM,5:30 PM,Advanced Format 16 Player Cap,Digimon CCG,CCG,Tekko Staff,
547,7/22/2023,6:00 PM,10:00 PM,Draft $15 Entry Fee 16 Player Cap,Digimon CCG,CCG,Tekko Staff,
548,7/22/2023,1:30 PM,6:00 PM,Standard 16 Player Cap,The One Piece,CCG,Tekko Staff,
549,7/22/2023,2:00 PM,6:30 PM,Structure Deck Tournament $15 Entry Fee 16 Player Cap,Battle Spirits Saga,CCG,Tekko Staff,
550,7/22/2023,8:30 PM,9:30 PM,My Life as a Cosplay Performer,Panel 2,Industry Guests,Rin,"Rin brings back her award-winning performances, some new covers, and her thoughts on performing in general."
551,7/22/2023,10:00 AM,10:30 AM,Sushi Story Hour (Ages 12 & under),Chibi,Panel,Tekko Staff,Start the day with a savory story and refreshing craft. We will gobble up food stories and make a felt sushi craft that leave us hungry for more. Kids age 12 and under and their families welcome. (No food is being served!)
552,7/22/2023,11:00 AM,12:00 PM,Nintendo Time (Ages 12 & under),Chibi,Panel,Tekko Staff,"Puzzles, games, crafts and more. Stop by for some unplugged Nintendo themed fun. Kids age 12 & under and their families welcome."
553,7/22/2023,10:00 AM,11:00 AM,Comfort in Cosplay: A Head to Toe Guide,Panel 9 (Cosplay),Cosplay,Black Bettie Cosplay,"Cosplay is all about fun - but it's also about being comfortable too! We'll give you the tips and tricks on how to make your cosplay experience comfortable from modifying costume designs/patterns and adjusting purchased cosplays for maximum comfort, adapting cosplays for medical and mobility needs, and other ways to make your cosplay experience fun and pleasant."
554,7/22/2023,4:00 PM,5:00 PM,Cosplay Repair Presents: Sewing Basics,Panel 9 (Cosplay),Cosplay,Cosplay Repair Room Presents,"How to read and prepare a pattern, Sewing Machine parts and how to get started on your first cosplay costume."
555,7/22/2023,7:00 PM,8:00 PM,Cosplay Photography 101,Panel 9 (Cosplay),Cosplay,Hun Jae Lee,Picked up a camera to take cosplay photos? Made a costume you want to show off with cool photos? Photographer Hun Jae & cosplayer/photographer Feytaline will go over the basics of cosplay photography!Picked up a camera to take cosplay photos? Made a costume you want to show off with cool photos? Photographer Hun Jae & cosplayer/photographer Feytaline will go over the basics of cosplay photography!
556,7/22/2023,7:00 PM,8:00 PM,AMV Comedy Hour,AMV,AMV,Tekko Staff,Our annual Comedy block returns with some more fun and funny content to LOL at!
557,7/22/2023,8:00 PM,9:00 PM,Fibbage: Enough About Your Cosplay,AMV,Panel,Tekko Staff,"You wear the cos, but how good are you at the play? Compete against other cosplayers in the hit party game Fibbage: Enough About You, and find out who truly knows their character best."
558,7/22/2023,9:00 PM,9:30 PM,Spo Bo's Bizarre Adventure,AMV,AMV,Tekko Staff,"Is SpongeBob a JoJo? Is Handsome Squidward his stand? These SBSQ-themed alternate openings might shed some light, or they might just wreck your mind. (No, this is Patrick!)"
559,7/22/2023,10:00 PM,11:00 PM,Extreme AMV Contest (18+ - LSNV),AMV,AMV,Tekko Staff,"Our annual Extreme Contest returns for another year of videos way too hot to show in the main contest. Come out, watch, and vote on who you think should be the winner of the coveted AMV Extreme award!"
560,7/22/2023,11:00 PM,12:00 AM,AMV Extreme & Adult Showcase (18+ - LSNV),AMV,AMV,Tekko Staff,"From the naughty to the ... well, really naughty, we show an hour of the videos that are just too Extreme to show in the daytime."
561,7/22/2023,12:00 AM,1:00 AM,AMV Overnight Requests,AMV,AMV,Tekko Staff,We reopen the doors and end our run with some overnight requests for all-ages AMVs.
562,7/22/2023,8:00 PM,9:30 PM,Laughing Mecha Gunpla Workshop,Panel 6 (Workshops),Workshop,Aaron Fristik ,
563,7/22/2023,10:00 AM,2:00 PM,Advanced Format 32 Player Cap ,YuGiOh,CCG,Tekko Staff,
564,7/22/2023,2:00 PM,6:00 PM,Duelist Nexus Sneak Preview $22.50 Entry Free No Player Cap,YuGiOh,CCG,Tekko Staff,
565,7/22/2023,6:00 PM,10:30 PM,Advanced Format 32 Player Cap ,YuGiOh,CCG,Tekko Staff,
566,7/22/2023,10:00 AM,11:00 PM,8-man drafts available ALL Day,Magic,CCG,Tekko Staff,
567,7/22/2023,10:30 AM,2:30 PM,Pioneer 32 Player Cap,Magic,CCG,Tekko Staff,
568,7/22/2023,2:30 PM,6:00 PM,Commander $10 Entry FEE No Player Cap,Magic,CCG,Tekko Staff,
569,7/22/2023,6:00 PM,11:00 PM,Lord of the Rings Sealed Pre-Release Kit $35 Entry Fee 32 Player Cap,Magic,CCG,Tekko Staff,
570,7/22/2023,11:00 AM,3:00 PM,Standard 32 Player Cap,Pokemon,CCG,Tekko Staff,
571,7/22/2023,11:30 PM,1:00 AM,Not Your Grandfather's Pinewood Derby,Formal Ballroom,18+,Teague,
572,7/22/2023,1:30 PM,2:30 PM,Tekko Ribbon Game,Meet Ups,Meetups,Tekko Staff,
573,7/22/2023,8:00 PM,9:00 PM,Tekko Ribbon Game,Meet Ups,Meetups,Tekko Staff,
574,7/22/2023,3:00 PM,7:00 PM,Build-n-Battle Sealed $25 Entry Fee 16 Player Cap,Pokemon,CCG,Tekko Staff,
575,7/22/2023,3:00 PM,4:00 PM,Chibi Facepainting (Ages 12 & under),Chibi,Panel,Brandi Cooper,"Stop by the Chibi room for face painting (or it can be placed on an arm). There will be a lot of popular options to choose from including Pokémon, Hello Kitty, Studio Ghibli, superheroes, and other Chibi favorites!"
576,7/22/2023,10:00 AM,5:00 PM,Model Kit Room Open,Model Competition,N/A,Tekko Staff,Scale model room is open for people to come in to view kits on display and to build kits of their own.
577,7/22/2023,5:00 PM,6:00 PM,Model Kit Judgement,Model Competition,N/A,Tekko Staff,Scale model kit judgement for the contest.
578,7/22/2023,1:30 PM,3:00 PM,So You Wanna Be Gyaru? Get Ready With 109 Degrees!,Panel 8,Fashion,109 Degrees Gyaru-sa,"GYARU! CHO KAWAII! Do you even Gyaru peace sign bro? It’s WILD! It’s SEXY! It's CONTROVERSIAL?! It's GYARU! One of the most iconic, influential, game changing styles in Japan. It sparked a revolution of youth, who rebelled against the traditional idea of beauty. 109 Degrees Gyaru Circle is coming to Tekko 2023 with our popular panel: So You Wanna Be Gyaru? 2022 has been a crazy year for Gyaru culture and fashion! We’re going to discuss fashion, makeup, lifestyle, and all of the hot tea you probably haven’t heard about! You’ve never experienced a J Fashion panel like this before! It is truly going to be a Night (or day) of Fire!"
579,7/22/2023,1:00 PM,3:00 PM,Play to Win! (So Clover!),Board Game Booth,Boardgame,Tekko Staff,Learn to play one of our featured tabletop games! Then participate in a casual tournement for a chance to win a copy of the game!
580,7/22/2023,5:00 PM,7:00 PM,Play to Win! (FORT!),Board Game Booth,Boardgame,Tekko Staff,Learn to play one of our featured tabletop games! Then participate in a casual tournement for a chance to win a copy of the game!
581,7/22/2023,8:00 PM,9:00 PM,Play to Win! (Cult of the Deep!),Board Game Booth,Boardgame,Tekko Staff,Learn to play one of our featured tabletop games! Then participate in a casual tournement for a chance to win a copy of the game!
582,7/22/2023,11:00 AM,12:00 PM,Elfen Lied,Video 1,N/A,Tekko Staff,"(18+ Rating, ID required)"
583,7/22/2023,12:00 PM,1:00 PM,Ghost in the Shell 2.0,Video 1,N/A,Tekko Staff,"(18+ Rating, ID required)"
584,7/22/2023,1:00 PM,2:00 PM,BANANA FISH,Video 1,N/A,Tekko Staff,"(18+ Rating, ID required)"
585,7/22/2023,2:00 PM,3:00 PM,Vinland Saga,Video 1,N/A,Tekko Staff,"(18+ Rating, ID required)"
586,7/22/2023,3:00 PM,4:00 PM,Junji Ito Maniac: Japanese Tales of the Macabre,Video 1,N/A,Tekko Staff,"(18+ Rating, ID required)"
587,7/22/2023,4:00 PM,5:00 PM,The Great Passage,Video 1,N/A,Tekko Staff,(Rated 13+)
588,7/22/2023,5:00 PM,6:00 PM,Tekko Bot's Choice,Video 1,N/A,Tekko Staff,"It's a mystery. Come find out what Tekko Bot has been watching lately. The only one who knows is our video master, Scott."
589,7/23/2023,11:00 AM,12:00 PM,Inuyasha,Video 1,N/A,Tekko Staff,(Rated TV-14)
590,7/23/2023,12:00 PM,1:30 PM,Yashahime: Princess Half-Demon,Video 1,N/A,Tekko Staff,(Rated TV-14)
591,7/23/2023,1:30 PM,3:00 PM,Sailor Moon Eternal The Movie Part 1,Video 1,N/A,Tekko Staff,(Rated TV-14)
592,7/23/2023,11:00 AM,12:00 PM,Yu-Gi-Oh! 5D's,Video 2,N/A,Tekko Staff,(Rated TV-Y7)
593,7/23/2023,12:00 PM,1:00 PM,Blue Period,Video 2,N/A,Tekko Staff,(Rated TV-PG)
594,7/23/2023,1:00 PM,2:00 PM,The Disasterous Life of Saiki K,Video 2,N/A,Tekko Staff,(Rated TV-14)
595,7/23/2023,2:00 PM,3:00 PM,Dragon Pilot -Hisone & Masotan-,Video 2,N/A,Tekko Staff,(Rated TV-14)
596,7/23/2023,10:00 AM,2:00 PM,PF Adventure: A Few Flowers More,RPG 1,RPG,Tekko Staff,"A hero's work is never done! Especially when strange new plants start appearing in the woods—plants whose presence draws all manner of trespassers eager to take advantage of the sudden, mysterious bounty. But where are these plants coming from, and what sinister development in the heart of the forest does their arrival signify? Could it be the beginning of an invasion from another dimension... or something worse?"
597,7/23/2023,10:00 AM,2:00 PM,Pathfinder One-Shot #3: Head Shot the Rot,RPG 1,RPG,Tekko Staff,"Taking a much-needed relaxing break in between escapades, four gun-toting adventurers post up in a dingy bar in one of Alkenstar's entertainment districts. Right across the street at a theater, people flood inside to catch the premiere of a highly-advertised play, but what comes out of the theater is far more dangerous. As people scatter to safety in the dusty streets, its up to the group of gunslingers in the bar to set things right."
598,7/23/2023,10:00 AM,11:00 AM,Tekko Today Live,Hall Stage,Main Event,Aaron Fristik ,
599,7/23/2023,12:00 PM,2:00 PM,Iron Cosplay,Hall Stage,Cosplay,Tekko Staff,
600,7/23/2023,10:30 AM,12:30 PM,Dance Gathering Meetup,Stage Uzume,Dance/Music,Tekko Staff,
601,7/23/2023,1:00 PM,2:30 PM,Random Dance Play (B-sides),Stage Uzume,Dance/Music,Tekko Staff,Come stop by our final Random Dance Play for the weekend! The theme for this RDP is solely B-sides of released kpop singles! Get ready to dance to some underrated and underappreciated (but undeniably amazing) kpop bangers!
602,7/23/2023,11:00 AM,12:00 PM,Dark & Disturbing Manga Beyond Ito (18+),Panel 7 (18+),Panel,Prince,Are you looking for manga that will make you stay up for days contemplating your life's existence & sick of people always recommending you the same Junji Ito or Inio Asano story? So am I! Join us while we gush about dark and disturbing manga series we think deserves a spotlight.
603,7/23/2023,12:30 PM,1:30 PM,Kawaii enough to kill,Panel 4,Panel,Nickle,"From the world of anime and video games heroes have been teamed up with and/or killed by many things.. but  have you ever noticed some of the most formidable foes or questionable ""allies"" have been down right adorable ?  or shall we say Kawaii enough to kill? "
604,7/23/2023,10:30 AM,11:30 AM,Animals in Japan and Where to Find Them,Tekko Gakkou,Gakkou Panel,Black Hole Production,"Many animals in Japan have symbolic meaning and are mythically  revered.  From wildlife tours to cafes, let's explore those animals that are  revered and those that are just kawaii, around Japan. "
605,7/23/2023,1:00 PM,2:00 PM,"The wide, wide cast of Resident Evil: Where are they now?",Panel 7 (18+),Panel,Ghostpepper,"The wide, wide world of Biohazard/Resident Evil has an even wider cast of characters that has spanned over 25 years. Where did they all go? Let's find out what some of the main, support, and obscure cast are doing, and if we don't know, let's give them the ending they may or not deserve! You, yes, you will also play some of the series highlights to set the mood."
606,7/23/2023,2:00 PM,3:00 PM,Light Prop Building 101,Panel 4,Cosplay,Jodie,"Ever wanted to make a prop? Ever wanted to make a large prop but carrying twenty lbs. around all day just ain't happening? Have no idea what you're doing with making props and want some pointers? This might be the panel for you! From planning to building, gain confidence in building props that won't have you wishing you didn't skip arm day here."
607,7/23/2023,2:00 PM,3:30 PM,J Fashion DIY - Make Your Own Floral Headpiece ,Panel 6 (Workshops),Workshop,Puvithel ,Come make your own floral headpiece using wire wrapping techniques with local indie designer Puvithel. There is a materials cost of $5 to participate
608,7/23/2023,10:30 AM,12:00 PM,Otaku Bingo,Panel 6 (Workshops),Gameshow/Game,Rakumaroo,"Do you love anime? How about winning prizes? Then, come on down to Otaku Bingo for both! Play against your friends and win some anime themed prizes! We'll have a lot of winners, so be sure to stop by!"
609,7/23/2023,1:00 PM,2:30 PM,The Hench Union,LARP 2,LARP,Tekko Staff,"Twelve days ago, the henchfolk of renowned supervillain Professor Von Doctor voted to unionize. PVD threatened to fire everyone if they tried, so they stole one of his doomsday devices and demanded a contract negotiation.

Today’s the day. Time to bargain."
610,7/23/2023,1:30 PM,3:30 PM,Tekko Karaoke,Formal Ballroom,Karaoke,Tekko Staff,
611,7/23/2023,10:00 AM,11:00 AM,AMV Whiplash,AMV,AMV,Tekko Staff,"One minute sweet, the next salty.  One minute smiles, the next tears.  Come see the back and forth, rocking on an emotional boat ride."
612,7/23/2023,11:00 AM,11:30 AM,"Come for the Apocalypse, Stay for the Memes",AMV,AMV,Tekko Staff,"It's time to LOL, ROFL, #TooMuch, and so many other memes, so much wow."
613,7/23/2023,11:30 AM,1:15 PM,AMV Contest Overflow & AMV Requests (until 1:30 PM),AMV,AMV,Tekko Staff,"Not every video we receive can make the final cut of the contest. In this block, we will show off a selection of those that did not make the cut. Along with that, we may just fit in some requests for AMVs from our audience. Have a particular anime, music, or AMV you want us to play? If we have it, and can play it during normal hours, we will play it!"
614,7/23/2023,1:30 PM,2:00 PM,AMV Awards (starts at 1:30 PM),AMV,AMV,Tekko Staff,"The votes are counted, the awards are ready, and the best of the best are presented at the AMV Contest Awards!"
615,7/23/2023,2:00 PM,3:00 PM,Last Call For Requests,AMV,AMV,Tekko Staff,"We end this year's AMV Theater with a final request block.  Along with that, we may just fit in some requests for AMVs from our audience. Have a particular anime, music, or AMV you want us to play? If we have it, and can play it during normal hours,  it is your last chance to see it!"
616,7/23/2023,10:00 AM,11:00 AM,Sanrio Sunday (Ages 12 & under),Chibi,Workshop,Tekko Staff,"Hello Kitty and all her friends would love for you to stop by and see what fun activities we have. Games, puzzles, stories, crafts and more! Kids age 12 & under and their families welcome. "
617,7/23/2023,11:00 AM,1:00 PM,Weekend Wrap Up (All ages),Chibi,Workshop,Tekko Staff,Wrapping up the weekend with a sampling of all the fun stuff we made and did at Tekko 2023! Time flew by and we can't wait to see you next year. All ages welcome. 
618,7/23/2023,10:00 AM,12:00 PM,Model Kit Room Open: Pick up your kits!,Model Competition,N/A,Tekko Staff,Room is open to view kits that remain on display. REMEMBER TO PICK UP KITS IF YOU DROPPED THEM OFF.
619,7/23/2023,1:00 PM,1:45 PM,Sports Anime Photo Meet-Up,Photospot A,Photoshoot,N/A,"Whether it’s volleyball, basketball, swimming, skateboarding, or even cycling! This is an ALL sports anime meetup!"
620,7/23/2023,2:00 PM,2:30 PM,Genshin Impact Photo Meet-Up,Photospot D,Photoshoot,N/A,Cosplayers and fans can attend just for the Teyvat meet up !
621,7/23/2023,12:00 PM,12:45 PM,Neon Genesis Evangelion Photo Meet-Up,Photospot D,Photoshoot,N/A,The Evangelion fandom is still going strong after all these years so let's get together and take some pics!
622,7/23/2023,1:00 PM,1:45 PM,Batman / Wayne Family Adventure Photo Meet-Up,Photospot D,Photoshoot,N/A,We are vengeance! We Are the night! We are BATMAN! Come And Join the Batfamily Meet-up
623,7/23/2023,2:00 PM,3:00 PM,Horror Genre Photo Meet-Up,Photospot B,Photoshoot,N/A,Sweet dreams are made of screams but so joy; whether you're a creepypasta fan or a movie fan or video game fan come hang out at the Horror Genre Meet Up!
624,7/23/2023,12:00 PM,12:30 PM,Persona Photo Meet-Up,Photospot B,Photoshoot,N/A,Cosplayers from all Persona games welcome!
625,7/23/2023,10:00 AM,11:00 AM,Welcome to Demon School w/ Kayli Mills & Laura Stahl,Panel 1,Voice Actor Guests,Various Guests,
626,7/23/2023,11:30 AM,12:30 PM,"Video Games and Voice Acting w/ David Lodge, and Keith Silverstein",Panel 1,Voice Actor Guests,Various Guests,
627,7/23/2023,1:00 PM,3:00 PM,Closing Ceremonies,Panel 1,Main Event,Tekko Staff,
628,7/23/2023,10:30 AM,11:30 AM,Khoi Dao Draws Your Genshin Team,Panel 2,Voice Actor Guests,Khoi Dao,"Describe your Genshin Impact team and Khoi Dao will draw it extremely poorly. It doesn’t even have to be Genshin, Khoi will draw you anything you ask for, and at the end you get to keep the drawing, you lucky duck."
629,7/23/2023,11:30 AM,12:30 PM,"What the heck is an ""animays""?",Gameshows! (Panel 3),Gameshow/Game,Roche,"How well do you think you know your anime? Can you figure out what series is being described
using only a poorly written summary and some crappy stock photos that we found on the internet?
If the answer is “yes”, you may have bigger problems than this silly gameshow!"
630,7/23/2023,12:30 PM,1:30 PM,Basic Origami,Panel 6 (Workshops),Workshop,Genkage,"This is a panel for those who have never tried Origami (The Japanese art of folding paper) before, but were always curious.  Origami paper will be provided."
631,7/23/2023,11:30 AM,1:30 PM,Come Play Board Games - Live Playtesting,Meet Ups,Gameshow/Game,Shawn Patton,Want to collect the cutest desserts in the world? Care to explore the world of Diatoms? Interested in causing some mischief or finding romance in a museum unlike any other? Still haven’t tried dice spinning? Or maybe you (and your kids ages 5+) would like to become unicorns and summon a magical rainbow?
632,7/23/2023,2:30 PM,3:30 PM,"Cosplay, Sustainability, and YOU! ",Panel 9 (Cosplay),Panel,Carlettecore,"Sustainability has become a concern within the cosplay community. From reducing waste to finding resources second hand, this panel is an overview on how to create more sustainable costumes."
633,7/23/2023,2:00 PM,3:00 PM,Soul Eater Meetup,Meet Ups,N/A,It's Victoria Y'all,"Soul Resonance! This is a cosplay/ fan meetup aimed at connecting the Soul Eater fandom. Let's take photos, connect, and convene. "
634,7/23/2023,12:00 PM,1:00 PM,Animation and Gender: A Queer Look into Anime Culture,Tekko Gakkou,Gakkou Panel,Cosmaldehyde,"Come discover the various gender presentations throughout history, and how it impacts popculture centuries later."
635,7/23/2023,10:00 AM,12:00 PM,Apotheosis,LARP 1,LARP,Tekko Staff,"Little Red Riding Hood began was first told sometime in the 10th century by European peasants, and was passed down in oral tradition until it was written down and popularized by Charles Perrault in the 17th century. In the 19th century, the Brothers Grimm created another well-known version. The versions vary greatly, and in another few centuries will look completely different. Little Red Riding Hood’s phylogeny includes hundreds of variants.

Our stories evolve over time, influenced by the people who told them to each other around campfires and bedsides, wrote them down, then digitized them. Our understanding of our stories changes as our culture does.

But for every story that we remember, dozens more might be forgotten.

How many stories have been lost to time?

In Apotheosis, 2-5 players will explore the relationship between a culture’s history and their dominant cultural story as they create and change a legend over the course of generations."
636,7/23/2023,10:00 AM,10:30 AM,Bell the Cat,LARP 2,LARP,Tekko Staff,"This scenario is a gathering of mice in a panel inside the wall. Outside, in the room, lies a multitude of cheese, sausage, and other foods. Unfortunately, patrolling around the food is a large, hungry cat. If the cat were belled, the mice could hear it coming and escape, but who is to bell the cat?

Famous mice discuss plans and try not to die. Come play your favorite famous mouse! "
637,7/23/2023,10:00 AM,3:00 PM,Open Play,YuGiOh,CCG,Tekko Staff,
638,7/23/2023,10:00 AM,3:00 PM,Open Play ,Pokemon,CCG,Tekko Staff,
639,7/23/2023,10:00 AM,3:00 PM,Open Play ,Magic,CCG,Tekko Staff,
640,7/23/2023,10:00 AM,2:00 PM,Star Wars Edge of Empire: Beginner Box,RPG 1,RPG,Tekko Staff,"In a Galaxy Far, Far Away... Star Wars EotE is basically the players play as the ""scum and villainy"" of the universe. Bounty hunters, smugglers, explorers, settlers. Not the Jedi, not the Troops. More like Boba Fett, Han Solo, Owen and Beru, etc. Sequel adventure if I get multiple sessions of the same players."
641,7/23/2023,11:00 AM,12:00 PM,Intro to Medieval Longsword,Formal Ballroom,Industry Guests,Pittsburgh Swordfighters,"Pittsburgh Sword Fighter’s Longsword program is based on 14th-century manuscripts as taught by Master Johannes Liechtenauer.

Want to learn directly from PSF instructors? Be sure to complete this form: https://forms.gle/FMh9jeZZtZD3tTqi9

Ten slots are available on a first come, first serve basis for this no contact class.. Spectators are welcome."
642,7/23/2023,12:00 PM,1:00 PM,Intro to Kendo,Formal Ballroom,Industry Guests,Pittsburgh Swordfighters,"If you’ve heard of Miyamoto Musashi, a warrior hailed as the greatest samurai swordsman, then you are familiar with what kendo teaches.

Want to learn directly from PSF instructors? Be sure to complete this form: https://forms.gle/oUd76K6HXK2zC8GdA

Ten slots are available to those who apply on a first come, first serve basis for this no contact class. Spectators are welcome.
"
643,7/23/2023,1:00 PM,2:00 PM,The Waifu Game,Gameshows! (Panel 3),Panel,Katy Scarlet,"Ever hear of the Newlywed Game? Well that's basically what this is! Bring your SO, your best friend, or a complete stranger and put your relationship to the test!"
644,7/23/2023,11:00 AM,12:00 PM,MrAJ Misconceptions about Anime Dubs,Panel 4,Panel,Mr. AJ,The Sub vs Dub argument has been an ongoing debate in the anime community for decades but there's a lot of misinformation that seems to pop up for the sake of it. MrAJCosplay got his journalism start by breaking down a lot of misconceptions about the anime dubbing industry and has even had the chance to work with industry professionals. Today they'd like to walk you through the history of the industry and also MythBust some common misconceptions from Cowboy Bebop to Ghost Stories!
645,7/23/2023,12:00 PM,2:00 PM,A Very Merry Board Meeting,LARP 1,LARP,Tekko Staff,"You are Santa’s Elves! Each player will be taking on the character of a North Pole elf, working in one of the departments essential to making The Big Day function on behalf of The Big Guy (Good old Saint Nick, Krisingle, Santa Claus himself). The game is meant to engage solely with the secular side of the Christmas holiday, and the elves themselves do not observe Christmas.

The North Pole is about to enter the busiest time of the year- it is the day after Thanksgiving, and the day of the annual Board Meeting, where all of the departments meet to go over final plans and resource allotment before the last big push. Before this meeting, the departmental work has been guided by the Heads of each department, hoping to make their goals and show their progress at the big meeting. The Heads, any Assistants, and Interns (it’s a good learning opportunity!) are the only elves who attend and will later direct the other elves in what needs to be done. The big decision to be made is who is going to handle Wrapping, as there is no department who has direct oversight of the increasingly difficult job. Everything must be decided by the time the Big Guy visits the meeting.

Elves are never negative about anything. Everything is the best idea ever. No one has ever done anything wrong. Everyone is just the bestest of friends. All problems can be fixed, and no one should ever be without a smile. Some elves have managed to turn this positivity into a shield or a weapon, while others long to break free of its grasp- but doing so would undoubtedly have terrible social and career consequences. Not all elves like each other, and there are tensions between many of the departments and sometimes even within the department. Some elves are stuck doing jobs they have come to despise, and others are just sick of keeping up appearances.

So have the very merriest of board meetings, my elfin friends! I’m sure it’s all going to go just wonderfully!"
646,7/23/2023,12:00 PM,1:00 PM,Just Lunch,LARP 2,LARP,Tekko Staff,"Three old friends from a small midwestern town. They went to the same schools for most of their lives and, in high school, developed a close friendship. For those four years, they were inseparable. But when they graduated, they realized they all had different interests and life goals. They all went in different directions, geographically and otherwise. 

Now it’s been more than 5 years since they have seen each other or really talked, but through social media posts, it was discovered that everyone would be in Chicago the same weekend, and everyone agreed to carve out an hour of their day for lunch and catching up.

Just Lunch is a freeform larp about being a woman with social anxiety"
